DULICA;PSC;OBCE
Kuzmányho ul.;934 05;Levice
Kvetná ul.;934 01;Levice
Kyjevská ul.;934 05;Levice
L. Exnára;934 05;Levice
Ľ. Ivana;934 05;Levice
Ľ. Podjavorinskej;934 01;Levice
Ľ. Štúra;934 01;Levice
Ladislavov dvor;934 01;Levice
Ľanová ul.;934 05;Levice
Lipová ul.;934 01;Levice
Ludanská cesta;934 05;Levice
M. Kukučína;934 01;Levice
M. R. Štefánika;934 01;Levice
Malý Kiar;934 01;Levice
Mestský majer;934 01;Levice
Mierová ul.;934 01;Levice
Mládežnícka ul.;934 05;Levice
Mlynská ul.;934 01;Levice
Mochovská ul.;934 05;Levice
Montua;934 01;Levice
Moyzesova ul.;934 05;Levice
Mudroňova ul.;934 05;Levice
Muškátová ul.;934 01;Levice
Muštová ul.;934 01;Levice
Na bašte;934 01;Levice
Na lúkach;934 01;Levice
Nábrežná ul.;934 05;Levice
Nádražný rad;934 01;Levice
Nám. E. M. Šoltésovej;934 01;Levice
Nám. hrdinov;934 01;Levice
Narcisová ul.;934 01;Levice
Nixbrod;934 01;Levice
Nová ul.;934 01;Levice
Nový majer;934 01;Levice
Obrancov mieru;934 01;Levice
Okružná ul.;934 01;Levice
Orgovánová ul.;934 01;Levice
P. Jilemnického;934 01;Levice
P. O. Hviezdoslava;934 01;Levice
Palackého ul.;934 01;Levice
Palárikova ul.;934 01;Levice
Partizánov;934 01;Levice
Perecká ul.;934 05;Levice
Piesočná ulica;934 01;Levice
Pionierska ul.;934 01;Levice
Pivničná ul.;934 01;Levice
Pod amfiteátrom;934 01;Levice
Pod Kalváriou;934 01;Levice
Pod Kusou horou;934 01;Levice
Pod Urbanom;934 01;Levice
Podhradie;934 01;Levice
Poľná ul.;934 01;Levice
Požiarnická ul.;934 01;Levice
Pradiarska ul.;934 05;Levice
Predné Staré Levice;934 01;Levice
Pri Podlužianke;934 01;Levice
Pri tehelni;934 01;Levice
Priateľstva;934 01;Levice
Priemyselná ul.;934 01;Levice
Robotnícka ul.;934 01;Levice
Rozmarínová ul.;934 01;Levice
Ružová ul.;934 01;Levice
Rybáreň;934 05;Levice
S. Chalupku;934 01;Levice
Saratovská ul.;934 05;Levice
Severná ul.;934 01;Levice
Skalný Rad;934 01;Levice
Slnečnicová ul.;934 01;Levice
Slobody;934 05;Levice
SNP;934 01;Levice
Sokolovská ul.;934 01;Levice
Súkennícka ul.;934 05;Levice
Sv. Ján;934 01;Levice
Sv. Michala;934 01;Levice
Svätojánska ul.;934 01;Levice
Š. Majora;934 01;Levice
Šafárikova ul.;934 01;Levice
Školská ul.;934 01;Levice
Šotyho mlyn;934 01;Levice
Švédska ul;934 01;Levice
T. Vansovej;934 01;Levice
Tabaková ul.;934 01;Levice
Talianska ul.;934 01;Levice
Tatranská ul.;934 01;Levice
Tekovská ul.;934 01;Levice
Textilná ul.;934 05;Levice
Tichá ul.;934 01;Levice
Tolstého ul.;934 01;Levice
Turecký rad;934 01;Levice
Tyršova ul.;934 01;Levice
Ul. 1. mája;934 01;Levice
Ul. 28. októbra;934 01;Levice
Ul. 29. augusta;934 01;Levice
Ul. A. Dvořáka;934 01;Levice
Ul. A. Kmeťa;934 05;Levice
Ul. A. Sládkoviča;934 01;Levice
Ul. B. S. Timravy;934 01;Levice
Ul. B. Smetanu;934 01;Levice
Ul. Červenej armády;934 01;Levice
Ul. Čsl. armády;934 01;Levice
Ul. E. Sachsa;934 01;Levice
Ul. F. Engelsa;934 01;Levice
Ul. F. Hečku;934 01;Levice
Ul. G. Schoellera;934 01;Levice
Ul. horný Urban;934 01;Levice
Ul. J. Bottu;934 01;Levice
Ul. J. Černáka;934 01;Levice
Ul. J. Dózsu;934 01;Levice
Ul. J. Hollého;934 05;Levice
Ul. J. Jesenského;934 01;Levice
Ul. J. Kalinčiaka;934 05;Levice
Ul. J. Kollára;934 05;Levice
Ul. J. Melichera;934 01;Levice
Ul. J. Švermu;934 05;Levice
Ul. K. Marxa;934 01;Levice
Ul. kpt. J. Nálepku;934 01;Levice
Ul. kpt. J. Nálepku;934 05;Levice
Ul. kpt. Jaroša;934 05;Levice
Ul. ku Bratke;934 05;Levice
Ul. L. Exnára;934 05;Levice
Ul. Ľ. Ivana;934 05;Levice
Ul. Ľ. Podjavorinskej;934 01;Levice
Ul. Ľ. Štúra;934 01;Levice
Ul. M. Kukučína;934 01;Levice
Ul. M. Monaca;934 01;Levice
Ul. M. R. Štefánika;934 01;Levice
Ul. mjr. Samojlenku;934 01;Levice
Ul. Montua;934 01;Levice
Ul. obrancov mieru;934 01;Levice
Ul. P. Jilemnického;934 01;Levice
Ul. P. O. Hviezdoslava;934 01;Levice
Ul. partizánov;934 01;Levice
Ul. priateľstva;934 01;Levice
Ul. S. Chalupku;934 01;Levice
Ul. slobody;934 05;Levice
Ul. SNP;934 01;Levice
Ul. sv. Michala;934 01;Levice
Ul. Š. Majora;934 01;Levice
Ul. T. Vansovej;934 01;Levice
Ul. Z. Nejedlého;934 01;Levice
Ul. Z. Nejedlého;934 05;Levice
Ul. za nemocnicou;934 01;Levice
Ul. Zeppelina;934 01;Levice
Vajanského ul.;934 01;Levice
Včeláriková ulica;934 01;Levice
Veterná ul.;934 01;Levice
Vinohradnícka ul.;934 01;Levice
Vojenská ul.;934 01;Levice
Východná ul.;934 01;Levice
Vysoká ul.;934 01;Levice
Záhradná ul.;934 01;Levice
Zajačia dolina;934 01;Levice
Zeppelina;934 01;Levice
Železničná ul.;934 01;Levice
Agátová;962 21;Lieskovec
Bakova Jama;960 01;Lieskovec
Hájik;962 21;Lieskovec
Horná;962 21;Lieskovec
Hradocká;962 21;Lieskovec
Lieskovská cesta;960 01;Lieskovec
Lieskovská cesta;962 21;Lieskovec
Medzi hrušky;962 21;Lieskovec
Na Barinách;962 21;Lieskovec
Nová;962 21;Lieskovec
Osloboditeľov;962 21;Lieskovec
Stredisková;962 21;Lieskovec
1.mája;031 01;Liptovský Mikuláš
1.mája;031 04;Liptovský Mikuláš
1.mája;031 04;Liptovský Mikuláš
3.februára;031 04;Liptovský Mikuláš
4.apríla;031 01;Liptovský Mikuláš
A. Kostolného;031 01;Liptovský Mikuláš
Agátová;031 04;Liptovský Mikuláš
Agrárna;031 04;Liptovský Mikuláš
Alexyho;031 01;Liptovský Mikuláš
Alfonza Gromu;031 01;Liptovský Mikuláš
Aloisa Lutonského;031 01;Liptovský Mikuláš
Andická;031 01;Liptovský Mikuláš
Antona Droppu;031 01;Liptovský Mikuláš
Armádna;031 01;Liptovský Mikuláš
Baranovská;031 01;Liptovský Mikuláš
Bellova;031 01;Liptovský Mikuláš
Belopotockého;031 01;Liptovský Mikuláš
Benická;031 01;Liptovský Mikuláš
Bernolákova;031 01;Liptovský Mikuláš
Björnsonova;031 01;Liptovský Mikuláš
Bodická;031 01;Liptovský Mikuláš
Borbisova;031 01;Liptovský Mikuláš
Bottova;031 01;Liptovský Mikuláš
Branislava Lichardusa;031 01;Liptovský Mikuláš
Brezová;031 04;Liptovský Mikuláš
Brezovec;031 05;Liptovský Mikuláš
Budovateľská;031 01;Liptovský Mikuláš
Cédrová;031 04;Liptovský Mikuláš
Cez vody;031 01;Liptovský Mikuláš
Cintorínska;031 04;Liptovský Mikuláš
Čsl. brigády;031 01;Liptovský Mikuláš
Daniela Šlachtu;031 01;Liptovský Mikuláš
Dechtárska;031 01;Liptovský Mikuláš
Demänová;031 01;Liptovský Mikuláš
Demänovská;031 01;Liptovský Mikuláš
Demänovská cesta;031 01;Liptovský Mikuláš
Dlhá;031 01;Liptovský Mikuláš
Dlžiny;031 01;Liptovský Mikuláš
Do doliny;031 01;Liptovský Mikuláš
Druhá;031 04;Liptovský Mikuláš
Družby;031 01;Liptovský Mikuláš
Družstevná;031 01;Liptovský Mikuláš
Dubová;031 04;Liptovský Mikuláš
Dudova;031 01;Liptovský Mikuláš
Dušana Kováča;031 05;Liptovský Mikuláš
Eduarda Balla;031 01;Liptovský Mikuláš
Eduarda Penkalu;031 01;Liptovský Mikuláš
Ester Šimerovej Martinčekovej;031 01;Liptovský Mikuláš
Františka Klimeša;031 01;Liptovský Mikuláš
Garbiarska;031 01;Liptovský Mikuláš
Gaštanová;031 04;Liptovský Mikuláš
Gazdovská;031 04;Liptovský Mikuláš
Glejárska;031 01;Liptovský Mikuláš
Guothova;031 01;Liptovský Mikuláš
Hlavná;031 01;Liptovský Mikuláš
Hlboké;031 01;Liptovský Mikuláš
Hodžova;031 01;Liptovský Mikuláš
Hollého;031 01;Liptovský Mikuláš
Hony;031 05;Liptovský Mikuláš
Hradišská;031 04;Liptovský Mikuláš
Hrdinov SNP;031 05;Liptovský Mikuláš
Hriadky;031 01;Liptovský Mikuláš
Hrušková;031 04;Liptovský Mikuláš
Hurbanova;031 01;Liptovský Mikuláš
Hviezdoslavova;031 01;Liptovský Mikuláš
Chalupkova;031 01;Liptovský Mikuláš
Chrenoviská;031 04;Liptovský Mikuláš
Iľanovská;031 01;Liptovský Mikuláš
J. Alexyho;031 01;Liptovský Mikuláš
J. Volka Starohorského;031 01;Liptovský Mikuláš
J.Dudu;031 01;Liptovský Mikuláš
J.M.Oberuča;031 01;Liptovský Mikuláš
J.Rumana;031 01;Liptovský Mikuláš
Jabloňová;031 04;Liptovský Mikuláš
Jahodová;031 04;Liptovský Mikuláš
Jána Švermu;031 01;Liptovský Mikuláš
Jánošíkova;031 01;Liptovský Mikuláš
Jánošíkovo nábr.;031 01;Liptovský Mikuláš
Jefremovská;031 04;Liptovský Mikuláš
Jesenského;031 01;Liptovský Mikuláš
Jilemnického;031 01;Liptovský Mikuláš
Júliusa Lenka;031 01;Liptovský Mikuláš
Jura Janošku;031 01;Liptovský Mikuláš
K vode;031 01;Liptovský Mikuláš
Kamenné pole;031 01;Liptovský Mikuláš
Kapitána Nálepku;031 01;Liptovský Mikuláš
Kemi;031 04;Liptovský Mikuláš
Kerna;031 01;Liptovský Mikuláš
Kláštorná;031 04;Liptovský Mikuláš
Kmeťova;031 01;Liptovský Mikuláš
Kokavcova;031 01;Liptovský Mikuláš
Kollárova;031 01;Liptovský Mikuláš
Kolomana Sokola;031 01;Liptovský Mikuláš
Komenského;031 01;Liptovský Mikuláš
Kostolného;031 01;Liptovský Mikuláš
Kpt.Nálepku;031 01;Liptovský Mikuláš
Krajná;031 01;Liptovský Mikuláš
Krátka;031 04;Liptovský Mikuláš
Kubánska;031 05;Liptovský Mikuláš
Kukučínova;031 01;Liptovský Mikuláš
Kurucká;031 01;Liptovský Mikuláš
Kút;031 01;Liptovský Mikuláš
Kútna;031 01;Liptovský Mikuláš
Kuzmányho;031 01;Liptovský Mikuláš
Ladislava Čemického;031 01;Liptovský Mikuláš
Ladislava Hanusa;031 01;Liptovský Mikuláš
Lazná;031 01;Liptovský Mikuláš
Lesnícka;031 01;Liptovský Mikuláš
Lidická;031 05;Liptovský Mikuláš
Lipová;031 04;Liptovský Mikuláš
Lounská;031 04;Liptovský Mikuláš
Luhy;031 01;Liptovský Mikuláš
M. Linčovského;031 04;Liptovský Mikuláš
M. Pišúta;031 01;Liptovský Mikuláš
M.M.Hodžu;031 01;Liptovský Mikuláš
Majeríkova;031 01;Liptovský Mikuláš
Majerská;031 01;Liptovský Mikuláš
Malé pole;031 01;Liptovský Mikuláš
Malý Rím;031 01;Liptovský Mikuláš
Martina Martinčeka;031 01;Liptovský Mikuláš
Mateja Linčovského;031 04;Liptovský Mikuláš
Matejkova;031 05;Liptovský Mikuláš
Matúškova;031 05;Liptovský Mikuláš
Medze;031 05;Liptovský Mikuláš
Mierová;031 04;Liptovský Mikuláš
Michalovská;031 01;Liptovský Mikuláš
Mikuláša Štalmacha;031 01;Liptovský Mikuláš
Mincova;031 05;Liptovský Mikuláš
Mišíkova;031 05;Liptovský Mikuláš
Mládeže;031 01;Liptovský Mikuláš
Mlynisko;031 01;Liptovský Mikuláš
Mlynská;031 01;Liptovský Mikuláš
Morušová;031 04;Liptovský Mikuláš
Moyzesova;031 01;Liptovský Mikuláš
Mútnik;031 01;Liptovský Mikuláš
Na kút;031 01;Liptovský Mikuláš
Na ohrad;031 01;Liptovský Mikuláš
Nábrežie 4. apríla;031 01;Liptovský Mikuláš
Nábrežie Dr. Aurela Stodolu;031 01;Liptovský Mikuláš
Nábrežie Janka Kráľa;031 01;Liptovský Mikuláš
Nad Brezím;031 04;Liptovský Mikuláš
Námestie mieru;031 01;Liptovský Mikuláš
Námestie osloboditeľov;031 01;Liptovský Mikuláš
Námestie SNP;031 01;Liptovský Mikuláš
Nešporova;031 01;Liptovský Mikuláš
Nová;031 01;Liptovský Mikuláš
Obchodná;031 01;Liptovský Mikuláš
Obrcianova;031 05;Liptovský Mikuláš
Odbojárska;031 01;Liptovský Mikuláš
Ohradná;031 04;Liptovský Mikuláš
Okoličianska;031 04;Liptovský Mikuláš
Okoličné;031 04;Liptovský Mikuláš
Okružná;031 01;Liptovský Mikuláš
Ondrašovská;031 05;Liptovský Mikuláš
Ondrejova;031 05;Liptovský Mikuláš
Opavská;031 04;Liptovský Mikuláš
Osadná;031 01;Liptovský Mikuláš
P. J. Kerna;031 01;Liptovský Mikuláš
Pálenická;031 04;Liptovský Mikuláš
Palúčanská;031 01;Liptovský Mikuláš
Palúdzka;031 01;Liptovský Mikuláš
Palugyayho;031 01;Liptovský Mikuláš
Parková;031 01;Liptovský Mikuláš
Partizánov;031 01;Liptovský Mikuláš
Pavčiná Lehota;031 01;Liptovský Mikuláš
Pavla Štraussa;031 01;Liptovský Mikuláš
Petra Júliusa Kerna;031 01;Liptovský Mikuláš
Petrovičovo nábrežie;031 01;Liptovský Mikuláš
Pišúthova;031 01;Liptovský Mikuláš
Ploštínska;031 01;Liptovský Mikuláš
Pltnícka;031 01;Liptovský Mikuláš
Pobrežná;031 04;Liptovský Mikuláš
Pod brehom;031 01;Liptovský Mikuláš
Pod cestou;031 01;Liptovský Mikuláš
Pod Čerencom;031 05;Liptovský Mikuláš
Pod Dielom;031 05;Liptovský Mikuláš
Pod dubom;031 01;Liptovský Mikuláš
Pod hájikom;031 01;Liptovský Mikuláš
Pod Sitieňom;031 01;Liptovský Mikuláš
Pod slivkou;031 04;Liptovský Mikuláš
Pod stráňami;031 01;Liptovský Mikuláš
Podbrezinská;031 04;Liptovský Mikuláš
Podhoranská;031 04;Liptovský Mikuláš
Podsádočné;031 01;Liptovský Mikuláš
Podtatranského;031 01;Liptovský Mikuláš
Poľná;031 04;Liptovský Mikuláš
Poľnohospodárska;031 01;Liptovský Mikuláš
Ponad ohrady;031 01;Liptovský Mikuláš
Pongrácovská;031 05;Liptovský Mikuláš
Porubská;031 01;Liptovský Mikuláš
Potočná;031 01;Liptovský Mikuláš
Požiarnická;031 05;Liptovský Mikuláš
Prekopaná;031 05;Liptovský Mikuláš
Prídavky;031 01;Liptovský Mikuláš
Priebežná;031 04;Liptovský Mikuláš
Priečna;031 01;Liptovský Mikuláš
Priehradná;031 01;Liptovský Mikuláš
Priemyselná;031 01;Liptovský Mikuláš
Priemyselná zóna;031 04;Liptovský Mikuláš
Prvá;031 04;Liptovský Mikuláš
Ráztocká;031 05;Liptovský Mikuláš
Rázusova;031 01;Liptovský Mikuláš
Revolučná;031 05;Liptovský Mikuláš
Riečna;031 04;Liptovský Mikuláš
Role;031 05;Liptovský Mikuláš
Roľnícka;031 05;Liptovský Mikuláš
Rovná;031 01;Liptovský Mikuláš
Rovnosti;031 01;Liptovský Mikuláš
Rumanova;031 01;Liptovský Mikuláš
Ružičkova;031 05;Liptovský Mikuláš
S. B. Hroboňa;031 05;Liptovský Mikuláš
Sadová;031 04;Liptovský Mikuláš
Senická;031 04;Liptovský Mikuláš
Sihotská;031 04;Liptovský Mikuláš
Skleník;031 04;Liptovský Mikuláš
Sládkovičova;031 01;Liptovský Mikuláš
Smrečianska;031 04;Liptovský Mikuláš
SNP;031 01;Liptovský Mikuláš
Socháňova;031 01;Liptovský Mikuláš
Sone Kovačevičovej;031 01;Liptovský Mikuláš
Staničná;031 04;Liptovský Mikuláš
Starohorského;031 01;Liptovský Mikuláš
Stodolova;031 01;Liptovský Mikuláš
Stodolovcov;031 01;Liptovský Mikuláš
Stojšova;031 04;Liptovský Mikuláš
Stošice;031 04;Liptovský Mikuláš
Stošická;031 04;Liptovský Mikuláš
Stráne;031 01;Liptovský Mikuláš
Široká;031 01;Liptovský Mikuláš
Školská;031 01;Liptovský Mikuláš
Škorupovo;031 05;Liptovský Mikuláš
Šoltésovej;031 01;Liptovský Mikuláš
Športová;031 01;Liptovský Mikuláš
Športovcov;031 01;Liptovský Mikuláš
Štefánikova;031 01;Liptovský Mikuláš
Štefánikova;031 05;Liptovský Mikuláš
Štúrova;031 01;Liptovský Mikuláš
Švermova;031 01;Liptovský Mikuláš
T.Vansovej;031 01;Liptovský Mikuláš
Tatranská;031 05;Liptovský Mikuláš
Tehelná;031 05;Liptovský Mikuláš
Tehliarska;031 05;Liptovský Mikuláš
Tomášikova;031 01;Liptovský Mikuláš
Tranovského;031 01;Liptovský Mikuláš
Trávniky;031 01;Liptovský Mikuláš
Tretia;031 04;Liptovský Mikuláš
Tretiny;031 01;Liptovský Mikuláš
Trstica;031 01;Liptovský Mikuláš
ul.SNP;031 01;Liptovský Mikuláš
V Luhoch;031 01;Liptovský Mikuláš
Vajanského;031 01;Liptovský Mikuláš
Vansovej;031 01;Liptovský Mikuláš
Veľké lúky;031 01;Liptovský Mikuláš
Vitálišovce;031 04;Liptovský Mikuláš
Vitálišovská;031 04;Liptovský Mikuláš
Vladimíra Kunu;031 01;Liptovský Mikuláš
Vranov;031 01;Liptovský Mikuláš
Vranovská;031 01;Liptovský Mikuláš
Vrbická;031 01;Liptovský Mikuláš
Vrlíkova;031 01;Liptovský Mikuláš
Vŕšok;031 01;Liptovský Mikuláš
Výhon;031 01;Liptovský Mikuláš
Za Bocianom;031 01;Liptovský Mikuláš
Za Havlovci;031 01;Liptovský Mikuláš
Za humnami;031 01;Liptovský Mikuláš
Za Luhami;031 01;Liptovský Mikuláš
Za mlynom;031 01;Liptovský Mikuláš
Za mostom;031 04;Liptovský Mikuláš
Za poštou;031 05;Liptovský Mikuláš
Za školou;031 01;Liptovský Mikuláš
Za štadiónom;031 01;Liptovský Mikuláš
Za traťou;031 04;Liptovský Mikuláš
Za ulicou;031 01;Liptovský Mikuláš
Za vodou;031 01;Liptovský Mikuláš
Zadná;031 04;Liptovský Mikuláš
Zádvorie;031 01;Liptovský Mikuláš
Záhradná;031 05;Liptovský Mikuláš
Zalomená;031 04;Liptovský Mikuláš
Zápotockého;031 01;Liptovský Mikuláš
Zemianska;031 04;Liptovský Mikuláš
Zgútha Vrbického;031 01;Liptovský Mikuláš
Žiarska;031 04;Liptovský Mikuláš
Žuffova;031 01;Liptovský Mikuláš
Bánovecká;080 06;Ľubotice
Bardejovská;080 06;Ľubotice
Bardejovská;080 06;Ľubotice
Bazová;080 06;Ľubotice
Bedľová;080 06;Ľubotice
Brezová;080 06;Ľubotice
Cintorínska;080 06;Ľubotice
Československých letcov;080 06;Ľubotice
Domašská;080 06;Ľubotice
Fialková;080 06;Ľubotice
Gagarinova;080 06;Ľubotice
Hájnova;080 06;Ľubotice
Hapákova;080 06;Ľubotice
Heinova;080 06;Ľubotice
Hviezdna;080 06;Ľubotice
Chmeľová;080 06;Ľubotice
Jána Kostru;080 06;Ľubotice
Jarková;080 06;Ľubotice
Jedľová;080 06;Ľubotice
Južná;080 06;Ľubotice
K ihrisku;080 06;Ľubotice
Kalinčiakova;080 06;Ľubotice
Kapušianska;080 06;Ľubotice
Korabinského;080 06;Ľubotice
Krátka;080 06;Ľubotice
Krivá;080 06;Ľubotice
Krížna;080 06;Ľubotice
Ku Bánovcu;080 06;Ľubotice
Ku ihrisku;080 06;Ľubotice
Kvetná;080 06;Ľubotice
Lipová;080 06;Ľubotice
Ľubochnianska;080 06;Ľubotice
Makarenkova;080 06;Ľubotice
Mätová;080 06;Ľubotice
Medovková;080 06;Ľubotice
Nižňanská;080 06;Ľubotice
Nižňanského;080 06;Ľubotice
Orgovánová;080 06;Ľubotice
Platanová;080 06;Ľubotice
Pod Hájom;080 06;Ľubotice
Polárna;080 06;Ľubotice
Prešovská;080 06;Ľubotice
Pri vodojeme;080 01;Ľubotice
Rampová;080 06;Ľubotice
Repíková;080 06;Ľubotice
Sekčovská;080 06;Ľubotice
Severná;080 06;Ľubotice
Slnečná;080 06;Ľubotice
Strážnická;080 06;Ľubotice
Strojnícka;080 06;Ľubotice
Šalgovická;080 06;Ľubotice
Šebastovská;080 06;Ľubotice
Šípková;080 06;Ľubotice
Tekeľova;080 06;Ľubotice
Vodárenská;080 06;Ľubotice
Vrchná;080 06;Ľubotice
Východná;080 06;Ľubotice
Za potokom;080 06;Ľubotice
Záhradná;080 06;Ľubotice
Západná;080 06;Ľubotice
A. E. Timku;984 01;Lučenec
A. Jiráska;984 01;Lučenec
Agátová;984 01;Lučenec
Alexandra Wágnera;984 01;Lučenec
Arm. generála L. Svobodu;984 01;Lučenec
Bazová ulica;984 01;Lučenec
Čurgov;984 01;Lučenec
Dolná Fabianka;984 01;Lučenec
Dolná Slatinka;984 01;Lučenec
Dolná Telka;984 01;Lučenec
Dr. Herza;984 01;Lučenec
Dukelských hrdinov;984 01;Lučenec
Fabianka;984 01;Lučenec
Fabianka - Sad;984 01;Lučenec
Fiľakovská cesta;984 01;Lučenec
Gemerská cesta;984 01;Lučenec
Haličská cesta;984 01;Lučenec
Haličská cesta;984 03;Lučenec
Havaška;984 01;Lučenec
Hladký majer;984 01;Lučenec
Horná Fabianka;984 01;Lučenec
Horná Slatinka;984 01;Lučenec
Horná Telka;984 01;Lučenec
Hudobnícka;984 01;Lučenec
J. J. Lermontova;984 01;Lučenec
Járková;984 01;Lučenec
Koháryho Dolina;984 01;Lučenec
Kolonáda;984 01;Lučenec
Kosatcová;984 01;Lučenec
Kupeckého;984 01;Lučenec
Ľadovo;984 01;Lučenec
Líšková osada;984 01;Lučenec
Lučenské kúpele;984 01;Lučenec
Ľudovíta Pekára;984 01;Lučenec
Markušova pustatina;984 01;Lučenec
Mestská pustatina;984 01;Lučenec
Mestský park;984 01;Lučenec
Modré zeme;984 01;Lučenec
Námestie artézskych prameňov;984 01;Lučenec
Námestie Kubínyiho;984 01;Lučenec
Námestie republiky;984 01;Lučenec
Námestie Tuhárske;984 01;Lučenec
Nógrádyho;984 03;Lučenec
Oblačná;984 01;Lučenec
Park;984 01;Lučenec
Parný mlyn;984 01;Lučenec
Pivničný rad;984 01;Lučenec
Rapovská križovatka;984 01;Lučenec
Rúbanisko I;984 03;Lučenec
Rúbanisko II;984 03;Lučenec
Rúbanisko III;984 03;Lučenec
Ružová osada;984 01;Lučenec
Smetanovo námestie;984 01;Lučenec
Staničný obvod;984 01;Lučenec
Súmračná;984 01;Lučenec
Štvrť M. R. Štefánika;984 01;Lučenec
Tenisové Ihrisko;984 01;Lučenec
Tulipánová;984 01;Lučenec
Ulica A. Bernoláka;984 01;Lučenec
Ulica A. E. Timku;984 01;Lučenec
Ulica A. Jiráska;984 01;Lučenec
Ulica A. Kmeťa;984 01;Lučenec
Ulica A. Petöfiho;984 01;Lučenec
Ulica A. S. Jegorova;984 01;Lučenec
Ulica A. S. Puškina;984 01;Lučenec
Ulica Adyho;984 01;Lučenec
Ulica Alexandra Wágnera;984 01;Lučenec
Ulica Arm. Gen. L. Svobodu;984 01;Lučenec
Ulica B. Nemcovej;984 03;Lučenec
Ulica B. S. Timravy;984 01;Lučenec
Ulica barákova;984 01;Lučenec
Ulica Begova;984 01;Lučenec
Ulica bratrícka;984 01;Lučenec
Ulica budovateľov;984 03;Lučenec
Ulica cintorínska;984 01;Lučenec
Ulica Čajkovského;984 01;Lučenec
Ulica D. Maróthyho;984 01;Lučenec
Ulica Daxnerova;984 01;Lučenec
Ulica Dekr. Matejovie;984 03;Lučenec
Ulica Dr. Herza;984 01;Lučenec
Ulica Dr. Ľudovíta Bazovského;984 01;Lučenec
Ulica Dr. Vodu;984 01;Lučenec
Ulica Dukelských hrdinov;984 01;Lučenec
Ulica E. M. Šoltésovej;984 01;Lučenec
Ulica Erenburgova;984 01;Lučenec
Ulica F. M. Dostojevského;984 03;Lučenec
Ulica F. Palackého;984 01;Lučenec
Ulica F.Lehára;984 01;Lučenec
Ulica Františka Gyurkovitsa;984 01;Lučenec
Ulica Gagarinova;984 03;Lučenec
Ulica garbiarska;984 01;Lučenec
Ulica Hany Ponickej;984 01;Lučenec
Ulica hlavná;984 01;Lučenec
Ulica Hviezdoslavova;984 01;Lučenec
Ulica I. Krasku;984 03;Lučenec
Ulica I. P. Pavlova;984 01;Lučenec
Ulica J. A. Komenského;984 01;Lučenec
Ulica J. Bottu;984 01;Lučenec
Ulica J. Francisciho;984 01;Lučenec
Ulica J. G. Tajovského;984 01;Lučenec
Ulica J. Husa;984 01;Lučenec
Ulica J. Chalupku;984 03;Lučenec
Ulica J. Jesenského;984 01;Lučenec
Ulica J. Jiskru;984 01;Lučenec
Ulica J. Kármana;984 01;Lučenec
Ulica J. Kollára;984 03;Lučenec
Ulica J. M. Hurbana;984 01;Lučenec
Ulica J. Martinčeka;984 03;Lučenec
Ulica J. Smreka;984 01;Lučenec
Ulica J. Vargu;984 01;Lučenec
Ulica J. Wolkra;984 01;Lučenec
Ulica Jána Perlicziho;984 01;Lučenec
Ulica Jána Petiana-Petényiho;984 01;Lučenec
Ulica Janka Alexyho;984 03;Lučenec
Ulica Janka Kráľa;984 01;Lučenec
Ulica Jánošikova;984 01;Lučenec
Ulica járkova;984 01;Lučenec
Ulica jarná;984 01;Lučenec
Ulica jasná;984 01;Lučenec
Ulica Jókaiho;984 01;Lučenec
Ulica Júliusa Szabóa;984 01;Lučenec
Ulica Juraja Fándlyho;984 03;Lučenec
Ulica K. Kuzmányho;984 01;Lučenec
Ulica Karola Borhyho;984 01;Lučenec
Ulica Karola Supa;984 03;Lučenec
Ulica kláštorná;984 01;Lučenec
Ulica Kolomana Banšella;984 01;Lučenec
Ulica Kpt. Nálepku;984 01;Lučenec
Ulica krátka;984 01;Lučenec
Ulica Kukorelliho;984 03;Lučenec
Ulica kvetná;984 03;Lučenec
Ulica L. Mocsáryho;984 01;Lučenec
Ulica L. N. Tolstého;984 03;Lučenec
Ulica Ľ. Podjavorinskej;984 01;Lučenec
Ulica Ladislava Novomeského;984 03;Lučenec
Ulica letná;984 01;Lučenec
Ulica lúčna;984 01;Lučenec
Ulica Ľudovíta Štúra;984 01;Lučenec
Ulica M. Benku;984 01;Lučenec
Ulica M. J. Lermontova;984 01;Lučenec
Ulica M. Kukučína;984 01;Lučenec
Ulica M. Nešpora;984 03;Lučenec
Ulica M. Šolochova;984 01;Lučenec
Ulica malá;984 01;Lučenec
Ulica maloveská;984 01;Lučenec
Ulica maršála Malinovského;984 03;Lučenec
Ulica Martina Rázusa;984 01;Lučenec
Ulica Mateja Bela;984 03;Lučenec
Ulica Maxima Gorkého;984 01;Lučenec
Ulica mesačná;984 01;Lučenec
Ulica mieru;984 01;Lučenec
Ulica mikušovská;984 01;Lučenec
Ulica mládežnícka;984 01;Lučenec
Ulica mlynská;984 01;Lučenec
Ulica Na jazerách;984 01;Lučenec
Ulica nábrežná;984 01;Lučenec
Ulica nová;984 01;Lučenec
Ulica novohradská;984 01;Lučenec
Ulica okružná;984 03;Lučenec
Ulica Olbrachtova;984 01;Lučenec
Ulica osada;984 01;Lučenec
Ulica osloboditeľov;984 01;Lučenec
Ulica P. J. Šafárika;984 01;Lučenec
Ulica P. Rádayho;984 01;Lučenec
Ulica P. Tótha;984 01;Lučenec
Ulica parašutistov;984 01;Lučenec
Ulica parková;984 01;Lučenec
Ulica partizánska;984 01;Lučenec
